Marital_status,Application_mode,Application_order,Course,Daytime/evening_attendance,Previous_qualification,Previous_qualification_(grade),Nationality,Mother's_qualification,Father's_qualification,Mother's_occupation,Father's_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_(credited),Curricular_units_1st_sem_(enrolled),Curricular_units_1st_sem_(evaluations),Curricular_units_1st_sem_(approved),Curricular_units_1st_sem_(grade),Curricular_units_1st_sem_(without_evaluations),Curricular_units_2nd_sem_(credited),Curricular_units_2nd_sem_(enrolled),Curricular_units_2nd_sem_(evaluations),Curricular_units_2nd_sem_(approved),Curricular_units_2nd_sem_(grade),Curricular_units_2nd_sem_(without_evaluations),Unemployment_rate,Inflation_rate,GDP,Age_enrollment_EW,Age_enrollment_EF,Target
0,0,0,11,1,0,127.0,0,0,5,7,7,121.8,1,0,0,1,0,1,20,0,0,1,7,3,14.0,0,0,1,7,1,18,0,9.4,-0.8,-3.12,0,1,2
0,4,0,13,0,0,130.0,0,9,8,8,9,120.0,0,0,0,1,0,0,27,0,0,0,8,4,10.6,0,0,0,5,3,18,0,9.4,-0.8,-3.12,1,3,0
0,0,0,8,1,0,130.0,0,0,5,5,5,129.1,1,0,0,1,0,0,18,0,0,2,5,6,13.04444444,0,0,3,5,6,342,0,15.5,2.8,-4.06,0,0,1
0,2,0,8,1,0,141.0,0,9,8,7,10,139.8,1,0,0,1,0,0,18,0,0,3,4,7,14.935,0,0,3,3,6,542,0,9.4,-0.8,-3.12,0,0,1
0,0,1,8,1,0,125.0,0,6,5,8,9,114.9,0,0,0,1,0,0,18,0,0,2,4,5,13.13333333,0,0,3,7,5,106,0,16.2,0.3,-0.92,0,0,1
0,7,0,0,1,3,130.0,0,6,7,8,9,130.0,1,0,0,1,1,0,23,0,0,1,4,5,12.57142857,0,0,1,2,4,135,0,8.9,1.4,3.51,0,2,1
0,0,2,5,1,0,125.0,0,0,8,7,7,120.1,0,0,1,1,1,0,19,0,0,0,4,4,11.2,0,0,0,5,2,12,3,16.2,0.3,-0.92,0,1,0
0,4,0,7,1,0,160.0,0,6,7,7,10,100.0,0,0,0,1,1,0,26,0,0,1,3,5,12.0,0,0,1,3,3,13,0,12.7,3.7,-1.7,0,3,2
0,0,1,11,1,0,142.0,0,9,8,8,9,132.9,1,0,0,1,1,0,18,0,0,1,4,5,12.33333333,0,0,1,6,1,121,0,10.8,1.4,1.74,0,0,1
0,2,2,5,1,0,120.0,0,6,5,4,7,115.5,1,0,1,1,1,0,18,0,0,0,4,2,10.33333333,0,0,0,6,1,15,0,10.8,1.4,1.74,0,0,0
0,2,3,11,1,0,121.0,0,0,5,8,8,120.3,1,0,1,1,1,1,19,0,0,1,2,5,13.66666667,0,0,1,1,4,299,0,8.9,1.4,3.51,0,1,1
0,2,3,8,1,0,150.0,0,9,7,8,9,130.8,0,0,0,1,1,1,22,0,0,2,3,6,14.84285714,0,0,3,4,6,553,0,16.2,0.3,-0.92,0,2,1
0,0,5,12,1,0,114.0,0,6,5,8,9,110.2,1,0,0,1,1,0,20,0,0,1,4,4,12.2,0,0,1,2,3,103,0,10.8,1.4,1.74,0,1,0
0,2,0,7,1,0,120.0,0,6,5,4,4,125.5,0,0,0,1,1,0,18,0,0,0,2,4,12.0,0,0,0,3,1,30,0,12.7,3.7,-1.7,0,0,2
0,4,0,10,1,0,120.0,0,0,5,4,5,100.0,0,0,0,1,0,1,25,0,0,0,3,3,10.5,0,0,0,2,3,45,0,9.4,-0.8,-3.12,0,3,1
0,2,0,1,1,0,124.0,0,6,8,4,0,117.6,1,0,0,1,1,0,20,0,0,1,5,5,10.66666667,1,0,1,1,3,23,0,7.6,2.6,0.32,0,1,1
0,0,5,5,1,0,143.0,0,9,7,8,9,128.7,1,0,0,1,1,0,23,0,0,0,2,3,14.0,0,0,0,0,3,377,0,11.1,0.6,2.02,0,2,2
0,2,1,11,1,0,133.1,1,6,0,8,9,105.0,1,0,0,0,0,0,21,1,0,1,2,5,14.0,0,0,1,1,4,329,0,8.9,1.4,3.51,0,2,1
0,0,4,11,1,0,135.0,0,8,0,5,5,124.9,1,0,0,1,0,0,18,0,0,1,2,5,13.66666667,0,0,1,1,4,299,0,8.9,1.4,3.51,0,0,1
0,0,4,8,1,0,132.0,0,8,7,7,7,120.3,1,0,0,1,0,1,18,0,0,2,3,6,13.75,0,0,3,4,6,485,0,12.4,0.5,1.79,0,0,1
0,0,0,2,1,0,135.0,0,0,1,8,1,134.3,1,0,0,1,0,0,19,0,0,0,3,4,14.2,2,0,0,2,3,377,0,12.7,3.7,-1.7,0,1,2
0,2,1,12,1,0,133.1,0,6,0,8,3,107.0,1,0,0,1,0,0,20,0,0,2,8,5,11.66666667,0,0,2,5,1,227,0,16.2,0.3,-0.92,0,1,2
0,0,0,6,1,0,142.0,0,8,7,6,7,136.1,1,0,0,1,0,0,18,0,0,1,4,5,13.85714286,0,0,1,1,4,550,0,13.9,-0.3,0.79,0,0,1
0,2,1,5,1,0,123.0,0,0,8,4,7,115.3,1,0,0,1,0,1,18,0,0,0,5,2,13.0,0,0,0,6,1,18,0,8.9,1.4,3.51,0,0,2
0,0,0,2,1,0,131.0,0,6,5,8,9,139.8,1,0,0,1,0,0,19,0,0,0,2,4,13.4,0,0,0,0,3,191,0,10.8,1.4,1.74,0,1,1
0,2,1,8,1,0,122.0,0,8,7,8,9,131.0,1,0,0,1,0,0,18,0,0,2,3,5,12.51666667,1,0,2,2,4,151,1,7.6,2.6,0.32,0,0,0
0,6,0,8,1,0,130.0,0,9,8,8,5,100.0,0,0,0,1,0,0,20,0,0,2,7,5,11.61666667,0,0,2,2,5,227,0,13.9,-0.3,0.79,0,1,2
0,2,0,6,1,0,154.0,0,6,7,8,7,140.4,1,0,0,1,0,1,20,0,0,1,9,1,10.0,0,0,1,7,2,12,0,7.6,2.6,0.32,0,1,2
0,2,0,5,1,0,120.0,0,6,5,3,3,113.4,0,0,0,1,0,0,20,0,0,0,7,2,10.33333333,0,0,0,5,1,10,0,12.4,0.5,1.79,0,1,2
0,0,1,2,1,0,140.0,0,8,8,8,7,137.0,0,0,0,1,0,0,18,0,0,0,8,4,13.14285714,2,0,0,1,3,32,0,9.4,-0.8,-3.12,0,0,1
0,0,0,5,1,0,127.0,0,1,5,4,5,121.8,0,0,0,1,0,0,18,0,0,0,1,4,12.6,0,0,0,0,3,412,0,11.1,0.6,2.02,0,0,1
0,2,0,7,1,0,133.1,0,0,0,4,5,131.0,1,0,0,1,0,0,21,0,0,1,8,2,11.0,0,0,1,7,0,18,0,9.4,-0.8,-3.12,0,2,0
0,0,1,5,1,0,120.0,0,6,5,8,7,118.6,1,0,0,1,0,0,19,0,0,0,4,4,10.8,0,0,0,4,2,26,2,16.2,0.3,-0.92,0,1,1
0,0,0,10,1,0,131.0,0,9,8,8,9,127.9,0,0,0,1,0,1,19,0,0,0,1,4,12.8,0,0,0,0,3,442,0,9.4,-0.8,-3.12,0,1,1
0,0,0,12,1,0,146.0,0,6,8,8,3,145.3,1,0,0,1,0,1,18,0,0,1,4,4,12.8,0,0,1,2,3,312,0,9.4,-0.8,-3.12,0,0,2
0,0,2,8,1,0,138.0,0,6,5,5,8,124.9,1,0,0,1,0,1,18,0,0,2,5,6,13.2375,0,0,3,4,5,362,0,13.9,-0.3,0.79,0,0,0
0,2,1,1,1,0,130.0,0,8,7,8,9,123.7,1,0,0,1,0,0,18,0,0,1,2,5,12.33333333,0,0,1,1,4,227,0,7.6,2.6,0.32,0,0,1
0,0,3,5,1,0,126.0,0,0,5,4,8,120.1,1,0,0,1,0,0,19,0,0,0,3,4,12.4,0,0,0,0,3,503,0,8.9,1.4,3.51,0,1,1
0,0,0,10,1,0,117.0,0,0,8,3,9,109.3,0,0,1,0,0,1,19,0,0,1,3,4,12.0,0,0,1,4,2,147,0,12.4,0.5,1.79,0,1,0
0,2,0,10,1,0,120.0,0,6,5,5,5,113.0,1,0,0,1,0,0,20,0,0,0,3,3,12.2,0,0,0,0,2,37,0,7.6,2.6,0.32,0,1,1
0,0,1,8,1,0,117.0,0,6,0,4,7,112.1,0,0,0,1,0,1,20,0,0,2,5,4,13.188,0,0,3,4,5,209,0,11.1,0.6,2.02,0,1,2
0,0,4,8,1,0,129.0,0,8,7,8,9,128.8,1,0,0,1,0,0,19,0,0,2,3,5,12.66666667,0,0,2,2,4,172,0,7.6,2.6,0.32,0,1,1
0,0,5,11,1,0,116.0,0,6,0,4,4,110.1,1,0,0,1,0,1,19,0,0,1,4,5,12.66666667,0,0,1,5,3,81,0,12.4,0.5,1.79,0,1,1
0,0,2,6,1,0,135.0,0,0,4,8,10,121.0,1,0,0,1,0,1,19,0,0,1,3,5,11.33333333,0,0,1,1,4,37,0,12.4,0.5,1.79,0,1,1
0,0,2,8,1,0,141.0,0,6,5,8,7,131.7,1,0,0,1,0,1,19,0,0,2,6,6,13.605,0,0,3,6,6,120,0,15.5,2.8,-4.06,0,1,1
0,2,4,12,1,0,132.0,0,8,8,5,6,119.1,1,0,0,1,0,1,19,0,0,1,6,4,12.0,0,0,1,4,3,13,0,9.4,-0.8,-3.12,0,1,1
0,2,0,7,1,0,113.0,0,0,7,8,10,117.2,1,0,0,1,0,0,20,0,0,1,4,4,11.2,0,0,1,7,1,48,0,7.6,2.6,0.32,0,1,0
0,0,0,5,1,0,134.0,0,2,5,2,10,128.8,0,0,0,1,0,0,18,0,0,0,6,4,13.375,0,0,0,4,3,439,0,13.9,-0.3,0.79,0,0,1
0,0,0,8,1,0,136.0,0,0,5,8,9,131.5,0,0,0,1,0,1,20,0,0,2,4,5,13.86333333,0,0,3,4,5,440,0,11.1,0.6,2.02,0,1,1
0,0,0,2,1,0,129.0,0,0,8,4,7,123.4,0,0,0,1,0,0,19,0,0,0,2,4,12.4,0,0,0,1,3,312,0,7.6,2.6,0.32,0,1,1
0,2,0,12,1,0,138.0,0,9,8,7,6,124.7,1,0,0,1,0,0,18,0,0,1,7,2,12.33333333,0,0,1,5,3,14,0,9.4,-0.8,-3.12,0,0,2
0,0,0,12,1,0,137.0,0,8,7,8,9,132.8,1,0,0,1,0,0,18,0,0,1,3,5,13.33333333,0,0,1,3,3,65,0,7.6,2.6,0.32,0,0,1
0,6,0,12,1,0,115.0,0,2,7,2,5,108.7,1,0,0,1,0,0,21,0,0,1,6,2,12.66666667,0,0,1,7,1,0,0,9.4,-0.8,-3.12,0,2,0
0,0,0,12,1,0,129.0,0,9,7,6,6,138.1,0,0,0,1,0,0,19,0,0,1,4,5,12.0,0,0,1,5,2,37,0,7.6,2.6,0.32,0,1,0
0,0,0,5,1,0,131.0,0,9,8,8,9,126.5,0,0,0,1,0,1,18,0,0,0,1,4,10.6,0,0,0,0,3,65,0,12.4,0.5,1.79,0,0,1
0,2,1,6,1,0,133.0,0,0,7,7,9,127.4,1,0,0,1,0,1,18,0,0,1,4,5,12.25,0,0,1,2,4,71,0,12.7,3.7,-1.7,0,0,1
0,0,2,6,1,0,125.0,0,6,0,8,10,123.6,1,0,0,1,0,0,20,0,0,1,6,3,11.0,0,0,1,4,4,69,0,9.4,-0.8,-3.12,0,1,1
0,0,0,10,1,0,128.0,0,6,0,4,1,118.2,0,0,0,1,0,0,19,0,0,1,2,5,13.16666667,0,0,1,4,4,227,0,10.8,1.4,1.74,0,1,0
0,0,0,8,1,0,127.0,0,6,7,8,7,123.9,1,0,0,1,0,1,18,0,0,2,5,6,12.85555556,0,0,3,7,5,184,0,15.5,2.8,-4.06,0,0,1
0,0,1,8,1,0,134.0,0,6,5,8,9,125.8,1,0,0,1,0,0,18,0,0,2,4,6,14.91875,0,0,3,3,6,579,0,15.5,2.8,-4.06,0,0,1
0,2,4,12,1,0,132.0,0,4,4,4,4,123.3,1,0,0,1,0,0,21,0,0,1,9,3,11.5,0,0,1,5,1,18,0,10.8,1.4,1.74,0,2,0
0,2,1,10,1,0,124.0,0,0,5,5,4,124.4,0,0,0,1,0,0,19,0,0,0,1,4,14.2,0,0,0,0,3,442,0,7.6,2.6,0.32,0,1,1
0,2,0,11,1,0,133.1,0,6,7,7,7,126.0,0,0,0,1,0,1,19,0,0,1,2,5,12.5,0,0,1,2,4,227,0,15.5,2.8,-4.06,0,1,1
0,2,2,6,1,0,125.0,0,6,5,7,8,121.5,0,0,0,1,0,0,19,0,0,1,6,4,11.66666667,0,0,1,7,2,18,0,13.9,-0.3,0.79,0,1,1
0,6,0,6,1,0,125.0,0,6,5,4,8,117.0,1,0,0,1,0,0,21,0,0,1,9,2,12.0,0,0,1,7,0,30,0,16.2,0.3,-0.92,0,2,0
0,4,0,2,1,0,130.0,0,8,5,8,7,130.0,1,0,0,1,0,0,28,0,0,0,9,3,11.25,1,0,0,6,2,7,0,12.7,3.7,-1.7,1,3,2
0,2,1,9,1,0,133.1,0,8,7,3,10,108.0,0,0,0,1,0,0,20,0,0,2,4,6,12.45714286,0,0,3,3,6,338,0,15.5,2.8,-4.06,0,1,1
0,2,0,8,1,0,131.0,0,1,8,4,5,132.3,1,0,0,1,0,0,19,0,0,2,3,5,11.68333333,0,0,2,2,4,50,0,7.6,2.6,0.32,0,1,1
0,2,1,7,1,0,125.0,0,8,7,8,8,122.6,1,0,1,0,0,0,20,0,0,1,4,3,11.75,0,0,1,1,4,266,0,11.1,0.6,2.02,0,1,0
0,0,0,10,1,0,131.0,0,8,7,8,9,123.0,1,0,0,1,0,1,18,0,0,0,2,2,11.66666667,0,0,0,1,2,329,0,7.6,2.6,0.32,0,0,2
0,4,0,12,1,0,130.0,0,8,5,8,5,102.5,0,0,0,1,0,0,27,0,0,1,5,4,13.2,0,0,1,5,3,81,0,7.6,2.6,0.32,1,3,1
0,0,4,12,1,0,141.0,0,8,5,8,5,133.0,1,0,0,1,0,0,18,0,0,1,4,4,12.4,0,0,1,7,3,5,0,9.4,-0.8,-3.12,0,0,0
0,3,1,5,1,0,132.0,0,2,2,5,7,119.1,1,0,1,0,0,0,20,0,0,0,5,2,10.0,0,0,0,4,1,8,0,10.8,1.4,1.74,0,1,0
0,2,2,8,1,0,141.0,0,9,0,8,4,129.0,1,0,0,1,0,1,18,0,0,2,3,5,13.05,0,0,2,2,4,238,0,7.6,2.6,0.32,0,0,1
0,0,0,7,1,0,125.0,0,6,8,8,8,121.5,0,0,0,1,0,1,21,0,0,1,3,5,12.0,0,0,1,1,4,147,0,13.9,-0.3,0.79,0,2,1
0,0,3,8,1,0,142.0,0,9,8,8,8,129.8,1,0,0,1,0,0,18,0,0,3,4,6,12.24285714,0,0,3,3,5,110,0,12.7,3.7,-1.7,0,0,1
0,3,5,8,1,0,126.0,0,8,7,5,5,122.8,1,0,0,1,0,0,18,0,0,3,4,7,12.93375,0,0,3,3,6,217,0,9.4,-0.8,-3.12,0,0,1
0,0,0,12,1,0,130.0,0,6,5,3,8,131.8,0,0,0,1,0,0,18,0,0,2,5,6,12.57142857,0,0,2,3,5,477,0,11.1,0.6,2.02,0,0,1
0,0,0,2,1,0,138.0,0,0,0,4,7,132.1,1,0,0,1,0,0,19,0,0,0,5,3,13.75,0,0,0,8,2,461,2,10.8,1.4,1.74,0,1,1
0,0,3,6,1,0,127.0,0,6,5,4,0,127.4,1,0,0,1,0,0,20,0,0,1,4,5,11.16666667,0,0,1,1,4,30,0,7.6,2.6,0.32,0,1,1
0,0,3,8,1,0,140.0,0,6,5,7,7,129.5,1,0,0,1,0,0,18,0,0,3,4,6,12.32428571,0,0,3,3,5,117,0,10.8,1.4,1.74,0,0,1
0,2,1,6,1,0,128.0,0,6,7,8,8,116.5,0,0,0,1,0,1,18,0,0,1,7,4,11.14285714,0,0,1,6,2,26,0,16.2,0.3,-0.92,0,0,1
0,0,0,6,1,0,132.0,0,7,6,0,0,119.1,1,0,0,1,0,0,18,0,0,1,5,3,11.0,0,0,1,4,2,12,0,7.6,2.6,0.32,0,0,1
0,0,1,8,1,0,149.0,0,6,8,8,9,126.5,1,0,0,1,0,0,18,0,0,3,4,6,12.91428571,0,0,3,3,5,215,0,12.7,3.7,-1.7,0,0,1
0,0,3,11,1,0,155.0,0,2,5,1,4,149.8,1,0,0,1,0,1,18,0,0,1,2,5,13.83333333,0,0,1,1,4,439,0,16.2,0.3,-0.92,0,0,1
0,4,0,7,1,2,133.1,0,2,5,2,3,124.5,0,0,0,1,0,1,36,0,0,1,3,5,13.71428571,0,0,1,1,3,191,0,16.2,0.3,-0.92,1,3,0
0,0,1,8,1,0,131.0,0,9,0,7,4,128.3,1,0,0,1,0,1,18,0,0,3,4,6,12.64285714,0,0,3,3,5,168,0,12.7,3.7,-1.7,0,0,1
0,0,0,8,1,0,149.0,0,8,7,8,9,136.0,0,0,0,1,0,1,18,0,0,2,3,5,12.91666667,0,0,2,2,4,216,0,7.6,2.6,0.32,0,0,1
0,6,0,4,1,0,140.0,0,0,2,8,2,140.0,1,0,0,1,0,1,20,0,0,1,4,5,15.625,0,0,1,3,4,603,0,13.9,-0.3,0.79,0,1,1
0,6,0,11,1,0,122.0,0,0,0,4,5,126.9,0,0,0,1,0,0,21,0,0,1,4,5,11.71428571,0,0,1,2,4,81,0,7.6,2.6,0.32,0,2,1
0,3,0,5,1,0,121.0,0,6,2,5,5,115.8,1,0,0,1,0,1,19,0,0,0,3,4,11.6,0,0,0,0,3,45,0,12.4,0.5,1.79,0,1,1
0,0,0,5,1,0,133.0,0,9,8,7,7,147.0,0,0,0,1,0,1,18,0,0,0,3,3,13.0,0,0,0,3,1,121,0,9.4,-0.8,-3.12,0,0,1
1,0,3,12,1,0,134.0,0,8,7,5,7,122.5,0,1,0,1,0,1,19,0,0,1,2,5,13.33333333,0,0,1,1,4,486,0,10.8,1.4,1.74,0,1,1
0,0,2,7,1,0,115.0,0,0,0,3,3,117.5,1,0,0,1,0,0,18,0,0,1,5,3,11.25,0,0,1,8,0,147,0,9.4,-0.8,-3.12,0,0,0
0,8,0,8,1,0,127.0,0,6,0,5,9,150.0,0,0,0,1,0,1,19,0,0,2,5,4,13.85,0,0,3,4,5,102,0,11.1,0.6,2.02,0,1,1
0,3,0,8,1,0,135.0,0,0,8,4,5,127.5,1,0,0,1,0,1,19,0,0,2,4,5,13.74166667,0,0,3,4,5,540,0,16.2,0.3,-0.92,0,1,1
1,1,0,5,1,1,130.0,0,0,3,3,10,130.0,0,0,0,1,0,0,45,0,0,0,2,4,11.0,0,0,0,0,3,377,0,12.4,0.5,1.79,2,3,1
0,0,0,6,1,0,135.0,0,0,0,8,9,133.3,0,0,0,1,0,1,20,0,0,1,2,5,12.0,0,0,1,2,4,202,0,11.1,0.6,2.02,0,1,1
0,0,1,7,1,0,140.0,0,0,7,4,5,123.6,1,0,0,1,0,0,18,0,0,1,6,5,12.85714286,0,0,1,1,1,172,0,12.7,3.7,-1.7,0,0,1
0,0,1,10,1,0,135.0,0,0,2,4,3,133.3,0,0,0,1,0,0,19,0,0,0,1,4,13.0,0,0,0,0,3,269,0,9.4,-0.8,-3.12,0,1,1
0,0,0,7,1,0,123.0,0,0,7,8,9,132.1,0,0,0,1,0,1,21,0,0,1,5,4,11.0,0,0,1,3,3,81,0,15.5,2.8,-4.06,0,2,1
0,0,0,6,1,0,154.0,0,9,7,8,9,140.4,0,0,0,1,0,1,22,0,0,1,2,4,12.6,0,0,1,1,4,227,0,10.8,1.4,1.74,0,2,1
0,0,0,12,1,0,148.0,0,6,5,5,7,141.7,0,0,0,1,0,1,18,0,0,1,4,4,13.4,0,0,1,2,4,266,0,9.4,-0.8,-3.12,0,0,1
0,2,1,6,1,0,133.0,0,8,7,3,9,119.7,0,1,0,1,0,1,18,0,0,1,5,5,11.33333333,0,0,1,4,4,41,0,15.5,2.8,-4.06,0,0,1
0,0,0,4,1,0,126.0,0,6,0,8,9,122.5,1,0,0,0,0,0,25,0,0,0,10,3,13.5,2,0,0,5,2,450,0,9.4,-0.8,-3.12,0,3,0
0,0,2,8,1,0,125.0,0,2,0,4,4,119.4,1,0,0,1,0,0,19,0,0,2,6,5,12.47142857,0,0,2,3,5,36,0,12.4,0.5,1.79,0,1,2
0,0,1,5,1,0,118.0,0,8,5,5,5,119.1,1,0,0,1,0,1,20,0,0,0,1,4,11.6,0,0,0,0,3,343,0,12.4,0.5,1.79,0,1,1
0,1,0,8,1,1,130.0,0,6,8,5,3,130.0,0,0,0,1,0,0,23,0,0,3,4,7,13.22,0,0,3,3,6,273,0,9.4,-0.8,-3.12,0,2,1
0,2,2,8,1,0,129.0,0,6,7,7,6,120.0,1,0,0,1,0,1,19,0,0,3,4,6,13.15142857,0,0,3,3,5,263,0,10.8,1.4,1.74,0,1,1
0,7,0,0,1,3,130.0,0,8,7,8,10,130.0,0,0,1,0,0,0,29,0,0,1,9,2,12.75,0,0,1,3,1,30,0,13.9,-0.3,0.79,1,3,0
0,0,2,7,1,0,121.0,0,6,7,4,7,116.8,1,0,0,1,0,0,21,0,0,1,4,5,11.33333333,0,0,1,3,2,111,0,11.1,0.6,2.02,0,2,1
